Code,Code (terminaison),DES,Début du nom,Objet,Date de reconnaissance,Dernière modif statuts,Catégorie,Adresse,Adresse.Adr1,Adresse.Adr2,Code Postal,Ville
69.000.0095,0095,TERRE D'AMITIE,,Lutter contre la faim et la malnutrition; informer le public sur les problèmes concernant le tiers monde; coopérer sanitairement en faveur du tiers monde.,10/04/1985,,20000 caritatives humanit. dev,SIEGE,"33, avenue Félix Faure",,69003,LYON
75.000.0098,0098,PREVENTION ROUTIERE,LA,Accroître la sécurité des usagers en encourageant toutes mesures ou initiatives propres à réduire les accidents.,03/05/1955,27/12/1983,36000 sécurité,SIEGE,"4, rue de Ventadour",,75001,PARIS
75.000.0099,0099,SOCIETE PHILANTHROPIQUE,,Soulager les besoins actuels des pauvres et leur préparer des ressources pour l'avenir.,27/09/1839,10/03/1995,20000 caritatives humanit. dev,SIEGE,"15, rue de Bellechasse",,75007,PARIS
31.000.0100,0100,PRIX DU JEUNE ECRIVAIN (PJE),,"- inciter les jeunes, français ou non, à produire des œuvres littéraires en langue française : nouvelles, contes, récits et autres textes en prose,
- lire et faire lire, chaque année, dans le cadre du prix littéraire dénommé Prix du Jeune Ecrivain de langue Française, l'ensemble de textes proposés par les jeunes auteurs venus de France et des cinq continents,
- publier ou faire publier les meilleurs des textes reçus,
- promouvoir la littérature, le livre, l'écriture et la lecture, notamment chez les jeunes,
- défendre la langue française et son rayonnement.",20/05/2015,,,SIEGE,"18, rue de Louge",BP 40055,31602,MURET CEDEX
75.000.0102,0102,"ASSOCIATION AMICALE DES ELEVES ET ANCIENS ELEVES DE L'ECOLE SPECIALE MILITAIRE DE SAINT-CYR ""LA SAINT CYRIENNE""",,Aider moralement et matériellement ses adhérents.,11/06/1890,19/10/2007,"38000 armée, anc combattants",SIEGE,"6, avenue Sully-Prudhomme",,75007,PARIS
75.000.0103,0103,DEVELOPPEMENT DES RELATIONS MEDICALES ENTRE LA FRANCE ET LES PAYS ALLIES OU AMIS,ASSOCIATION POUR LE,Établir des relations entre le corps médical  français et le corps médical des pays alliés ou amis.,13/12/1922,,17000 santé,SIEGE,"12, rue de l'Ecole de médecine",,75006,PARIS
75.000.0104,0104,DEVELOPPEMENT DU CHANT CHORAL ET DE L'ORCHESTRE D'HARMONIE,ASSOCIATION POUR LE,Rendre l'éducation accessible à tous et créer une œuvre de solidarité artistique.,02/05/1912,,06000 culture,SIEGE,,,75013,
73.000.0105,0105,ACCUEIL SAVOIE HANDICAP,,S'occuper d'enfants paralysés.,11/04/1923,03/05/2013,18000 services medico-sociaux,SIEGE,B.P. 21,,73232,SAINT-ALBAN-LEYSSE CEDEX
75.000.0106,0106,DEVELOPPEMENT DE L'HYGIENE MATERNELLE ET INFANTILE (ADHMI),ASSOCIATION POUR LE,Développer l'enseignement de la puériculture aux médecins et étudiants en médecine et encourager toutes recherches scientifiques tendant à améliorer la santé des mères et des enfants.,26/03/1924,01/06/2001,17000 santé,SIEGE,"26, Boulevard Brune",,75014,PARIS
75.000.0107,0107,"SOCIETE CENTRALE D'APICULTURE,  DE SERICULTURE, D'INSECTOLOGIE ET DE ZOOLOGIE AGRICOLE",,Concourir au progrès de la science et de l'industrie agricole et ainsi que l'étude des phénomènes entomologiques et zoologiques qui intéressent l'agriculture.,13/03/1900,25/11/1970,23000 intérêts économiques,SIEGE,"41, rue Pernety",,75014,PARIS
77.000.0108,0108,LES CONCERTS DE POCHE,,"Permettre à tous les publics, y compris les plus défavorisés, d'accéder à des manifestations culturelles de haute qualité, données dans un souci d'authenticité et de convivialité. Dans ce but, elle organise des spectacles vivants (concerts, théâtre musical), des ateliers de création, d'interprétation et d'improvisation, des master-classes de musique, et autres activités annexes vers un public local pouvant en bénéficier gratuitement ou pour la somme la plus modique.",05/06/2015,,,SIEGE,"1, rue de Lorette",,77133,FERICY
75.000.0109,0109,DROGUE ET JEUNESSE,,Défendre les jeunes contre la drogue.,18/06/1982,13/02/2008,17000 santé,SIEGE,"9, rue Pauly",,75014,PARIS
NC.000.0110,0110,SOCIETE PROTECTRICE DES ANIMAUX DE NOUVELLE-CALEDONIE (SPA-NC),,"Améliorer, par tous les moyens en son pouvoir, le sort des animaux ; assurer l'application des dispositions législatives et réglementaires qui les protègent ; de leur accorder assistance, en particulier judiciaire ; de participer en ce sens à l'éducation populaire.",17/07/2013,,24000 environnement,SIEGE,,,98835,DUMBEA
75.000.0111,0111,COMITE DE PARIS CONTRE LES MALADIES RESPIRATOIRES,,Seconder l'action des pouvoirs publics dans la lutte contre la tuberculose.,28/05/1933,15/03/2007,17000 santé,SIEGE,"13, rue des Archives",,75004,PARIS
88.000.0112,0112,SOCIETE VOSGIENNE DE PROTECTION ANIMALE,,"Protéger, secourir les animaux.",29/11/1971,,24000 environnement,SIEGE,Refuge du val des oiseaux,"41, Route des Forges",87000,BROUVELIEURES
75.000.0113,0113,E-ENFANCE,ASSOCIATION,"Protection des enfants et des adolescents contre les risques liés à l'utilisation de tous moyens de communication interactifs (internet, téléphone mobile, ordinateur, télévision)",19/04/2010,,030000 défense des droits,SIEGE,"57, avenue Paul Doumer",,75116,PARIS
25.000.0114,0114,ŒUVRE COMTOISE DE LA PROTECTION DE LA JEUNE FILLE,,"Perfectionner l'éducation intellectuelle, morale et sociale de la jeune fille.",25/04/1949,23/06/1958,19000 interventions sociales,SIEGE,"18, rue de la Cassotte - BP 22801",,25011,BESANÇON CEDEX 02
67.000.0115,0115,SOCIETE POUR LA CONSERVATION DES MONUMENTS HISTORIQUES D'ALSACE,,Conserver les monuments historiques d'Alsace.,26/08/1865,31/07/1956,10000 préservation patrimoine,SIEGE,"2, place du Château",,67000,STRASBOURG
75.000.0116,0116,ENTRAIDE PROTESTANTE (FEP),FEDERATION  DE L',"Solidarité envers les pauvres, les chômeurs, les sans ressources.",19/02/1990,11/12/1998,20000 caritatives humanit. dev,SIEGE,"149, rue de Sèvres",,75015,PARIS
75.000.0117,0117,SOCIETE DES CORBIERES,,"Soutenir et former moralement les jeunes, quelque soit leur statut",27/08/1921,06/10/2008,19000 interventions sociales,SIEGE,"34, rue du Docteur Blanche","(Gestion : 38, rue Cronstadt 75015 Paris)",75016,PARIS
93.000.0118,0118,ECLAIREUSES ET ECLAIREURS DE FRANCE,ASSOCIATION DES,"Former la jeunesse au triple point de vue moral, physique et pratique.",06/08/1925,24/03/1997,09000 action socioculturelle,SIEGE,"12, place Georges Pompidou",,93167,NOISY-LE-GRAND CEDEX
94.000.0119,0119,SOCIETE D'EDUCATION PHYSIQUE ALSACIENNE ET LORRAINE DE PARIS,,Encourager la pratique des sports.,23/01/1922,28/01/1975,11000 sports,SIEGE,"76, Allée Guy Moquet",,94300,LE PERREUX
69.000.0120,0120,MAISON DE RETRAITE PROTESTANTE DETHEL,ASSOCIATION DE LA,Recevoir des femmes âgées valides ou convalescentes.,30/12/1897,15/02/1968,21000 serv familiaux p âgées,SIEGE,48 rue Professeur Depéret,,69160,TASSIN-LA-DEMI-LUNE
75.000.0121,0121,UNION NATIONALE DES COMBATTANTS (UNC),,Défendre les intérêts sociaux et matériels de ses membres.,20/05/1920,25/03/1997,"38000 armée, anc combattants",SIEGE,18 rue de Vézelay,,75008,PARIS
61.000.0122,0122,ECOLES LAIQUES DE FLERS (LA PETITE A),AMICALE DES A.E. DES,Promouvoir une action socio-culturelle et sportive auprès de ses membres et concourir au soutien de l'école publique.,14/04/1933,02/11/1956,15000 éducation formation,SIEGE,"7, rue Simons",,61100,FLERS
13.000.0123,0123,AMIES DU FOYER,ASSOCIATION LES,"Venir en aide aux jeunes filles isolées, obligées de s'éloigner de leur famille.",27/11/1931,06/12/1978,19000 interventions sociales,SIEGE,"26, rue Estelle",,13006,MARSEILLE
45.000.0124,0124,LYCEE POTHIER,ASSOCIATION AMICALE DES A.E. DU,Aide professionnelle aux jeunes gens sortant et institution d'une bourse aux élèves. Association mise en sommeil depuis le 23/10/1996.,12/05/1875,21/12/1955,15000 éducation formation,SIEGE,"24, rue Jeanne d'Arc",,45000,ORLEANS
14.000.0125,0125,SOCIETE DES ANTIQUAIRES DE NORMANDIE,,"Recherche des antiquités, études de l'histoire nationale dans les départements de Seine Maritime, de l'Eure, du Calvados, de l'Orne, et de la Manche.",14/02/1855,,10000 préservation patrimoine,SIEGE,"61, rue de Lion-sur-Mer",,14000,CAEN
75.000.0126,0126,DROIT A L'INITIATIVE ECONOMIQUE (ADIE),ASSOCIATION POUR LE,Promouvoir le droit à l'initiative économique des catégories de population les plus défavorisées porteurs de projets de création et de développement économique.,15/01/2005,12/11/2010,30000 aide à l'emploi,SIEGE,"139, bd de Sébastopol",,75002,PARIS
94.000.0127,0127,SOCIETE NATIONALE POUR LA DEFENSE DES ANIMAUX (SNDA),,Protéger et défendre les animaux.,16/05/1994,,24000 environnement,SIEGE,,,94110,VINCENNES
13.000.0128,0128,ŒUVRE ANTI-TUBERCULEUSE DES BOUCHES-DU-RHONE,,Aider matériellement et médicalement les tuberculeux et promouvoir la campagne anti-tuberculeuse dans la région de Marseille.,27/07/1904,29/11/2007,17000 santé,SIEGE,"38, rue de la République",,13001,MARSEILLE
73.000.0129,0129,SOCIETE SAVOISIENNE DE PROTECTION ANIMALE,,Protéger et défendre les animaux.,07/03/1977,29/10/1982,24000 environnement,SIEGE,Refuge des Veyères,"744, rue de Montagny",73000,CHAMBERY
94.000.0130,0130,ENTRAIDE VIVRE,ASSOCIATION D',Aider les personnes accidentées à se réinsérer dans la vie sociale.,03/02/1955,30/09/2014,18000 services medico-sociaux,SIEGE,,,94000,ARCUEIL CEDEX
37.000.0131,0131,"RESEAU DES EMETTEURS FRANCAIS, DIT REF",,Unir les émetteurs amateurs.,29/11/1952,01/07/2013,07000 clubs de loisirs,SIEGE,"32, rue de Suède",BP 2129,37000,TOURS
75.000.0132,0132,SOCIETE MATERNELLE LA NOUVELLE ETOILE DES ENFANTS DE FRANCE,,"Créer, sous une forme à la fois scientifique et humanitaire, tout un ensemble de moyens protecteurs de la mère et de l'enfant.",21/07/1896,12/07/2000,18000 services medico-sociaux,SIEGE,"3, rue Cochin",,75005,PARIS
75.000.0133,0133,"SOCIETE NATIONALE DES
MEILLEURS OUVRIERS DE FRANCE",,Aider matériellement ses membres et grouper les diplômés aux expositions du travail.,03/03/1952,19/03/2014,14000 amicales groupts affinit,SIEGE,"16, rue Saint-Nicolas",,75012,PARIS
67.000.0134,0134,HOME PROTESTANT POUR DAMES ET JEUNES FILLES,,"Aider les jeunes filles, abritées sous son toit, à se placer dans les meilleures conditions.",07/11/1885,27/02/1927,19000 interventions sociales,SIEGE,"7, rue de l'Ail",,67000,STRASBOURG
75.000.0135,0135,SOCIETE NATIONALE D'ENCOURAGEMENT A L'AGRICULTURE,,Encourager l'agriculture nationale et favoriser le développement de l'enseignement agricole NPAI.,29/11/1923,27/06/1956,23000 intérêts économiques,SIEGE,"129, Bd Saint Germain",,75007,PARIS
75.000.0136,0136,ENTRAIDE DES FEMMES FRANCAISES,ASSOCIATION L',Créer une entraide sociale destinée à protéger l'enfance et la famille.,12/03/1921,29/12/1992,19000 interventions sociales,SIEGE,"23, rue Viète",,75017,PARIS
75.000.0137,0137,"LE MOULIN VERT
CENTRE FAMILIAL D'ACTION SANITAIRE, SOCIALE ET SOCIO-CULTURELLE",,"Créer, promouvoir ou gérer tous services d'aide à la famille.",30/06/1928,10/07/1995,19000 interventions sociales,SIEGE,"19, rue Saulnier",,75009,PARIS
75.000.0138,0138,"ASSOCIATION NATIONALE DE DEFENSE CONTRE L'ARTHRITE RHUMATOIDE, dite ANDAR",,"Aider les poly-arthritiques à mieux supporter les conséquences personnelles et sociales de leur affection chronique souvent invalidante: en les accueillant dans les permanences qu'elle organise ; en soutenant toutes les initiatives de nature à faire mieux connaître la maladie ; en favorisant la diffusion d'informations ayant reçu l'aval du corps médical ; en établissant des liens privilégiés avec celui-ci ; en favorisant le développement de la recherche médicale sur la polyarthrite rhumatoïde dans le but d'en améliorer le traitement ; en servant de trait d'union entre les malades atteints de polyarthrite rhumatoïde et en leur apportant, ainsi qu'à leur famille, une aide morale, technique et dans la mesure du possible une aide matérielle ; en sensibilisant l'opinion publique et les pouvoirs publics aux problèmes posés par la polyarthrite rhumatoïde, tant dans le domaine de la prévention, que dans le domaine du diagnostic précoce et de la prise en charge rapide par traitement.",05/05/2014,,17000 santé,SIEGE,"184, rue du Faubourg Saint-Antoine",,75012,PARIS
75.000.0140,0140,EQUIPES D'AMITIE,LES,"Aider les jeunes en difficulté (situation d'exclusion) à participer à la vie économique, sociale et politique.",09/10/1964,12/06/1990,19000 interventions sociales,SIEGE,"8, rue de Budé",,75004,PARIS
75.000.0141,0141,UNION SPORTIVE ET SOCIALE INTERMINISTERIELLE (USSIM),,Grouper les associations sportives représentant les divers ministères et créer des associations sportives et culturelles dans les établissements publics.,24/12/1964,09/11/2012,11000 sports,SIEGE,"13, rue Riquet",,75019,PARIS
75.000.0142,0142,JEAN BERNARD,ASSOCIATION,"Faciliter, par une aide financière, toutes recherches concernant les leucémies et autres maladies du sang.",07/12/1964,19/06/2001,17000 santé,SIEGE,"2, place du Docteur Fournier",,75005,PARIS CEDEX 10
75.000.0143,0143,"OUVRIERE DES COMPAGNONS DU DEVOIR DU TOUR DE FRANCE, AOCDTF",ASSOCIATION,"Former techniquement, culturellement et moralement les jeunes ouvriers.",13/05/1943,19/11/2013,15000 éducation formation,SIEGE,"82, rue de l'hôtel de Ville",,75011,PARIS CEDEX 04
75.000.0145,0145,SOCIETE HISTORIQUE ET LITTERAIRE POLONAISE,,"Favoriser le développement des études historiques, de la littérature et de l'art polonais.",10/06/1866,27/07/1977,08 Culture et sciences,SIEGE,"6, quai d'Orléans",,75009,PARIS
38.000.0146,0146,GRENOBLE TRANSFUSION,,Assurer le fonctionnement d'un centre de transfusion sanguine.,03/02/1955,26/12/1990,17000 santé,SIEGE,"28, avenue Marquis du Grési-Vaudon",,38700,LA TRONCHE
83.000.0147,0147,SOCIETE TOULONNAISE DE PROTECTION CONTRE LE DANGER MORAL,,"Créer, promouvoir et assurer toutes activités éducatives en faveur des groupes de jeunes inorganisés et moralement abandonnés.",18/04/1920,23/07/1971,09000 action socioculturelle,SIEGE,BP 1414,,82000,TOULON CEDEX
21.000.0148,0148,AMIS DES BETES,LES,"Protéger, défendre et améliorer le sort des animaux dans les départements de la Bourgogne.",01/09/1972,,24000 environnement,SIEGE,Refuge de Jouvence,Route de Val Suzon,21380,MESSIGNY
75.000.0149,0149,SOCIETE FRANCAISE DE CERAMIQUE,,Favoriser le développement et le progrès de l'industrie céramique.,02/01/1930,31/01/2003,23000 intérêts économiques,SIEGE,"23, rue de Cronstadt",,75015,PARIS 15
75.000.0150,0150,CLUB DU VIEUX MANOIR,,"Créer, organiser des activités culturelles afin de mettre en valeur tous monuments historiques.",08/07/1970,,06000 culture,SIEGE,"10, rue de la Cossonnerie",,75014,PARIS
44.000.0151,0151,SPORTS NAUTIQUE DE L'OUEST,,Assurer le développement de la culture maritime et de l'éducation physique de ses membres.,11/07/1955,,11000 sports,SIEGE,17 Chemin du Port Breton,,44470,CARQUEFOU
75.000.0152,0152,AIDE AUX JEUNES INFIRMES ET AUX PERSONNES HANDICAPEES,ASSOCIATION POUR L',Secourir les jeunes garçons infirmes et pauvres.,14/03/1924,26/01/2009,18000 services medico-sociaux,SIEGE,"223, rue Lecourbe",,75013,PARIS
75.000.0153,0153,FEDERATION NATIONALE DES FILS DES MORTS POUR LA FRANCE,LES FILS DES TUES,"Aider moralement et matériellement ses membres, fils des morts pour la France.",17/12/1947,14/04/1999,"38000 armée, anc combattants",SIEGE,"3, rue Dramen",Fédération nationale des fils morts pour la France,75011,PARIS
59.000.0154,0154,AMIS AVEUGLES CIVILS ET AVEUGLES DE GUERRE DU NORD FRANCE,,Procurer aux aveugles des livres en braille afin de les aider professionnellement.,25/04/1924,29/03/1982,18000 services medico-sociaux,SIEGE,"236, rue Nationale",,59800,LILLE
86.000.0155,0155,"PROMOTION DES PERSONNES SOURDES, AVEUGLES ET SOURDES-AVEUGLES (APSA)",ASSOCIATION POUR LA,"Assurer l'instruction, la formation professionnelle, l'insertion et la promotion des personnes Sourdes, Aveugles et Sourdes-Aveugles.",12/12/1952,14/04/1978,18000 services medico-sociaux,SIEGE,"CS 30288 - 116, avenue de la Libération",,86004,POITIERS CEDEX
75.000.0156,00156,L'ALLIANCE FRANCAISE PARIS ILE-DE-FRANCE,,"Contribuer au développement et à l'usage du français et au rayonnement des cultures francophones. Elle se propose pour cela de regrouper et d'accueillir tous ceux qui, français et étrangers, souhaitent développer à Paris et en Île-de-France la connaissance de cette langue et de ces cultures.",23/10/1886,02/07/2007,15000 éducation formation,SIEGE,"101, boulevard Raspail",,75270,PARIS CEDEX 06
45.000.0157,0157,SOCIETE DE PROTECTION DES ANIMAUX DU CENTRE,,Améliorer le sort des animaux et défendre leurs droits.,04/03/1934,18/07/1972,24000 environnement,SIEGE,"60, avenue Roger Secrétain",,45100,ORLEANS
75.000.0158,0158,INFIRMIERS ET INFIRMIERES DIPLOMES ET ELEVES- (ANFIIDE),ASSOCIATION NATIONALE FRANCAISE DES,Représenter la profession auprès des pouvoirs publics ou privés et promouvoir l'évolution de la profession.,23/08/1932,13/10/1975,17000 santé,SIEGE,"26, avenue du Dr Arnold Netter",,75001,PARIS
71.000.0159,0159,COMITE DEPARTEMENTAL DE SAONE-ET-LOIRE CONTRE LES MALADIES RESPIRATOIRES ET LA TUBERCULOSE,,Lutter contre les maladies respiratoires et la tuberculose.,28/02/1926,18/02/1985,17000 santé,SIEGE,"344, rue des Epinoches","1, rue Nicolas Berthot",21000,DIJON
44.000.0160,0160,CENTRE REGIONAL DE TRANSFUSION SANGUINE DE NANTES,,Gérer et assurer le fonctionnement du centre de transfusion sanguine.,11/12/1964,02/05/1990,17000 santé,Siège,"34, Boulevard Jean Monnet",,44011,NANTES CEDEX 01
59.000.0162,0162,BIENFAISANCE PROTESTANTE REGIONALE,ASSOCIATION DE,Venir en aide aux familles nécessiteuses dans la région du Nord et poursuivre l'étude régulière des questions relatives au paupérisme et des remèdes à lui opposer.,12/08/1922,05/11/1953,20000 caritatives humanit. dev,SIEGE,"27, rue des Arts",,00059,ROUBAIX
71.000.0163,0163,SOCIETE EDUENNE DES LETTRES-SCIENCES ET ARTS,,"Veiller à la conservation des antiquités dans l'Autunois et contribuer au progrès des Lettres, Sciences et Arts.",30/05/1866,28/04/1948,16000 recherche,SIEGE,rue des Bancs hôtel Rolin,,71400,AUTUN
